NTASData [id=16594027439, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=0.9161073825503355, timeString=00.92, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027440, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.7073489932885906, timeString=02.71, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027441, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027442, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027443, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027444, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027445, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=1.532214765100671, timeString=01.53, trainDestination=DML1, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027446, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.1201006711409396, timeString=03.12, trainDestination=DML1, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027447, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=6.624765100671141, timeString=06.62, trainDestination=DML1, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027448, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
NTASData [id=16594027449, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=6.624765100671141, timeString=06.62, trainDestination=DML1, createDate=Sun Sep 17 11:26:05 EDT 2017, systemMessageType=Normal]
