NTASData [id=16594077806, subwayLine=BD, stationId=WDB2, trainId=220, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077807, subwayLine=BD, stationId=WDB2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=7.07159851393189, timeString=07.07, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077808, subwayLine=BD, stationId=COX2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=1.3072677399380805, timeString=01.31, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077809, subwayLine=BD, stationId=COX2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=8.37886625386997, timeString=08.38, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077810, subwayLine=BD, stationId=GWD2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=2.2501909597523224, timeString=02.25, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077811, subwayLine=BD, stationId=GWD2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=9.32178947368421, timeString=09.32, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077812, subwayLine=BD, stationId=DON2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=3.441672445820434, timeString=03.44, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077813, subwayLine=BD, stationId=DON2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=10.513270959752324, timeString=10.51, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077814, subwayLine=BD, stationId=PAP2, trainId=219, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077815, subwayLine=BD, stationId=PAP2, trainId=220, trainMessage=Arriving, trainDirection=West, timeInt=4.372139442724459, timeString=04.37, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077816, subwayLine=BD, stationId=PAP2, trainId=221, trainMessage=Arriving, trainDirection=West, timeInt=11.443737956656348, timeString=11.44, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
NTASData [id=16594077817, subwayLine=BD, stationId=CHE2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=1.027568916408669, timeString=01.03, trainDestination=KIP2, createDate=Sun Sep 17 11:29:47 EDT 2017, systemMessageType=Normal]
