NTASData [id=16594248185, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=0.9161073825503355, timeString=00.92, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248186, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=2.7073489932885906, timeString=02.71, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248187, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.6040268456375839, timeString=00.60, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248188, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248189, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.6040268456375839, timeString=00.60, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248190, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248191, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=0.8959731543624161, timeString=00.90, trainDestination=DML1, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248192, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=2.4838590604026844, timeString=02.48, trainDestination=DML1, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248193, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248194, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.988523489932885, timeString=05.99, trainDestination=DML1, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
NTASData [id=16594248195, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.988523489932885, timeString=05.99, trainDestination=DML1, createDate=Sun Sep 17 11:42:26 EDT 2017, systemMessageType=Normal]
