NTASData [id=16594643294, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.0140939597315435, timeString=03.01, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643295, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643296, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643297, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.0140939597315435, timeString=03.01, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643298, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=10.314664429530202, timeString=10.31, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643299, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643300, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=4.140906040268456, timeString=04.14, trainDestination=YIE2, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643301, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=4.140906040268456, timeString=04.14, trainDestination=YIE2, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643302, subwayLine=SHEP, stationId=BYV1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=3.43489932885906, timeString=03.43, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643303, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=5.222114093959731, timeString=05.22, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594643304, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=6.81, timeString=06.81, trainDestination=DML1, createDate=Sun Sep 17 12:12:42 EDT 2017, systemMessageType=Normal]
