NTASData [id=16595096710, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=0.595973154362416, timeString=00.60, trainDestination=DML1, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096711, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=2.1838590604026846, timeString=02.18, trainDestination=DML1, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096712, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096713, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.688523489932885, timeString=05.69, trainDestination=DML1, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096714, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.688523489932885, timeString=05.69, trainDestination=DML1, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096715, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=0.9161073825503355, timeString=00.92, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096716, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=2.7073489932885906, timeString=02.71, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096717, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096718, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096719, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.2973154362416106, timeString=02.30, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
NTASData [id=16595096720, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=6.848255033557047, timeString=06.85, trainDestination=YIE2, createDate=Sun Sep 17 12:48:40 EDT 2017, systemMessageType=Normal]
