NTASData [id=16593403142, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403158, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=4.319048888888888, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403159, subwayLine=YUS, stationId=BLO1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403160, subwayLine=YUS, stationId=ROS1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403161, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.647622222222223, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403162, subwayLine=YUS, stationId=ROS1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403163, subwayLine=YUS, stationId=SUM1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403164, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403165, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.67704, timeString=06.68, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403166, subwayLine=YUS, stationId=STC1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.40816, timeString=01.41, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403167, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403168, subwayLine=YUS, stationId=STC1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=8.0852, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403169, subwayLine=YUS, stationId=DAV1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=0.2822222222222222, timeString=00.28, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403170, subwayLine=YUS, stationId=DAV1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.4405955555555554, timeString=03.44, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403171, subwayLine=YUS, stationId=DAV1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403172, subwayLine=YUS, stationId=EGL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=0.5480755555555555, timeString=00.55, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403173, subwayLine=YUS, stationId=EGL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=1.8964044444444443, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403174, subwayLine=YUS, stationId=EGL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=5.054777777777778, timeString=05.05, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403175, subwayLine=YUS, stationId=LAW1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=4.839982222222222, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403176, subwayLine=YUS, stationId=LAW1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=6.188311111111111, timeString=06.19, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403177, subwayLine=YUS, stationId=LAW1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=9.346684444444444, timeString=09.35, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403178, subwayLine=YUS, stationId=YKM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.0244666666666666, timeString=01.02, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403179, subwayLine=YUS, stationId=YKM1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=8.354648888888889, timeString=08.35, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403180, subwayLine=YUS, stationId=YKM1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=9.702977777777779, timeString=09.70, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403181, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.1300177777777778, timeString=01.13, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403182, subwayLine=YUS, stationId=SHP1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=4.610817777777777, timeString=04.61, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403183, subwayLine=YUS, stationId=SHP1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=11.941, timeString=11.94, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403184, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=2.5912355555555555, timeString=02.59, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403185, subwayLine=YUS, stationId=NYC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=6.072035555555555, timeString=06.07, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403186, subwayLine=YUS, stationId=NYC1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=13.402217777777778, timeString=13.40, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403187, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.198275555555555, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403188, subwayLine=YUS, stationId=FIN1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=8.679075555555556, timeString=08.68, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403189, subwayLine=YUS, stationId=FIN1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=16.009257777777776, timeString=16.01, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403190, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403191, subwayLine=YUS, stationId=FIN2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.198275555555555, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403192, subwayLine=YUS, stationId=FIN2, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=8.679075555555556, timeString=08.68, trainDestination=FIN1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403193, subwayLine=YUS, stationId=LAW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.568222222222222, timeString=02.57, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403194, subwayLine=YUS, stationId=EGL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=0.7281333333333333, timeString=00.73, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403195, subwayLine=YUS, stationId=EGL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=6.851097777777777, timeString=06.85, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403196, subwayLine=YUS, stationId=DAV2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.3377999999999997, timeString=02.34, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403197, subwayLine=YUS, stationId=DAV2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=8.460764444444445, timeString=08.46, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403198, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.784208888888889, timeString=01.78, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403199, subwayLine=YUS, stationId=STC2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.377008888888889, timeString=04.38, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403200, subwayLine=YUS, stationId=STC2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=10.499973333333333, timeString=10.50, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403201, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.1884177777777776, timeString=03.19, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403202, subwayLine=YUS, stationId=SUM2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.781217777777777, timeString=05.78, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403203, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.904182222222223, timeString=11.90, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403204, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=4.207111111111111, timeString=04.21, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403205, subwayLine=YUS, stationId=ROS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.799911111111111, timeString=06.80, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403206, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=12.922875555555557, timeString=12.92, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403207, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.53512, timeString=05.54, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403208, subwayLine=YUS, stationId=BLO2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.12792, timeString=08.13, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403209, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=14.250884444444445, timeString=14.25, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403210, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.489466666666667, timeString=06.49, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403211, subwayLine=YUS, stationId=WEL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=9.082266666666666, timeString=09.08, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403212, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=15.205231111111113, timeString=15.21, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403213, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.6745111111111111, timeString=00.67, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403214, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.418977777777778, timeString=07.42, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403215, subwayLine=YUS, stationId=COL2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.011777777777777, timeString=10.01, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403216, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.541368888888889, timeString=01.54, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403217, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.285835555555556, timeString=08.29, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403218, subwayLine=YUS, stationId=DUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=10.878635555555555, timeString=10.88, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403219, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.29816, timeString=02.30, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403220, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.042626666666667, timeString=09.04, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403221, subwayLine=YUS, stationId=QUN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=11.635426666666666, timeString=11.64, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403222, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.1238133333333336, timeString=03.12, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403223, subwayLine=YUS, stationId=KNG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.86828, timeString=09.87, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403224, subwayLine=YUS, stationId=KNG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=12.461079999999999, timeString=12.46, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403225, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403226, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.93084, timeString=03.93, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403227, subwayLine=YUS, stationId=UNI2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.675306666666668, timeString=10.68, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403228, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.9266888888888889, timeString=00.93, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403229, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.857528888888888, timeString=04.86, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403230, subwayLine=YUS, stationId=STA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.601995555555556, timeString=11.60, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403231, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.6219555555555556, timeString=01.62, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403232, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.552795555555555, timeString=05.55, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403233, subwayLine=YUS, stationId=OSG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.297262222222221, timeString=12.30, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403234, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.3759244444444447, timeString=02.38, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403235, subwayLine=YUS, stationId=STP2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.306764444444443, timeString=06.31, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403236, subwayLine=YUS, stationId=STP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.051231111111107, timeString=13.05, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403237, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.5182311111111115, timeString=03.52, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403238, subwayLine=YUS, stationId=QPK2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=7.44907111111111, timeString=07.45, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403239, subwayLine=YUS, stationId=QPK2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.193537777777776, timeString=14.19, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403240, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403241, subwayLine=YUS, stationId=MUS2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.0075333333333334, timeString=01.01, trainDestination=MUS2, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593403242, subwayLine=YUS, stationId=MUS2, trainId=111, trainMessage=Arriving, trainDirection=North, timeInt=1.7339855555555554, timeString=01.73, trainDestination=MUS1, createDate=Sun Sep 17 10:39:31 EDT 2017, systemMessageType=Normal]
