NTASData [id=16593813694, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813695, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.5878859060402686, timeString=01.59, trainDestination=DML1, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813696, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.4187919463087248, timeString=00.42, trainDestination=DML2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813697, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=5.092550335570469, timeString=05.09, trainDestination=DML1, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813698, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=0.4187919463087248, timeString=00.42, trainDestination=DML2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813699, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=5.092550335570469, timeString=05.09, trainDestination=DML1, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813700, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=0.3302013422818792, timeString=00.33, trainDestination=YIE2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813701, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.121442953020134, timeString=02.12, trainDestination=YIE2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813702, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=6.26234899328859, timeString=06.26, trainDestination=YIE2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813703, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
NTASData [id=16593813704, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=6.26234899328859, timeString=06.26, trainDestination=YIE2, createDate=Sun Sep 17 11:10:35 EDT 2017, systemMessageType=Normal]
