NTASData [id=16593262059, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.5483221476510067, timeString=01.55, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262060, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262061, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.5483221476510067, timeString=01.55, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262062, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=8.158288590604027, timeString=08.16, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262063, subwayLine=SHEP, stationId=LES2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=2.7261744966442953, timeString=02.73, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262064, subwayLine=SHEP, stationId=BSS2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=4.322114093959732, timeString=04.32, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262065, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=0.374496644295302, timeString=00.37, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262066, subwayLine=SHEP, stationId=BYV2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=6.1133557046979865, timeString=06.11, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262067, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.5154026845637585, timeString=04.52, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262068, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=10.254261744966444, timeString=10.25, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262069, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.5154026845637585, timeString=04.52, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262070, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=10.254261744966444, timeString=10.25, trainDestination=YIE2, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262071, subwayLine=SHEP, stationId=BYV1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=1.278523489932886, timeString=01.28, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262072, subwayLine=SHEP, stationId=BSS1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=3.065738255033557, timeString=03.07, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
NTASData [id=16593262073, subwayLine=SHEP, stationId=LES1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=4.653624161073825, timeString=04.65, trainDestination=DML1, createDate=Sun Sep 17 10:28:54 EDT 2017, systemMessageType=Normal]
