NTASData [id=16594220608, subwayLine=SHEP, stationId=YIE2, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.8859060402684564, timeString=03.89, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220609, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=10.254261744966444, timeString=10.25, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220610, subwayLine=SHEP, stationId=YIE1, trainId=463, trainMessage=Arriving, trainDirection=West, timeInt=3.8859060402684564, timeString=03.89, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220611, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=10.254261744966444, timeString=10.25, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220612, subwayLine=SHEP, stationId=BYV1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=1.7778523489932885, timeString=01.78, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220613, subwayLine=SHEP, stationId=BSS1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.5650671140939596, timeString=03.57, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220614, subwayLine=SHEP, stationId=LES1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=5.152953020134228, timeString=05.15, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220615, subwayLine=SHEP, stationId=DML1, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220616, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220617, subwayLine=SHEP, stationId=DML2, trainId=461, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220618, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220619, subwayLine=SHEP, stationId=LES2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=2.7261744966442953, timeString=02.73, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220620, subwayLine=SHEP, stationId=BSS2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=4.322114093959732, timeString=04.32, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16594220621, subwayLine=SHEP, stationId=BYV2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=6.1133557046979865, timeString=06.11, trainDestination=YIE2, createDate=Sun Sep 17 11:40:23 EDT 2017, systemMessageType=Normal]
