NTASData [id=16593289683, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289742, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.444724444444443, timeString=11.44, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289743, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.288391111111111, timeString=04.29, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289744, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.848933333333331, timeString=12.85, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289745, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289746, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.3070844444444445, timeString=05.31, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289747, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.867626666666665, timeString=13.87, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289748, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.3280088888888888, timeString=01.33, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289749, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.635093333333334, timeString=06.64, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289750, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=15.195635555555555, timeString=15.20, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289751, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.2823555555555552, timeString=02.28, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289752, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=7.58944, timeString=07.59, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289753, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=16.14998222222222, timeString=16.15, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289754, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.211866666666667, timeString=03.21, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289755, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=8.518951111111111, timeString=08.52, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289756, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=17.079493333333332, timeString=17.08, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289757, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=4.078724444444445, timeString=04.08, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289758, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=9.385808888888889, timeString=09.39, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289759, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=17.94635111111111, timeString=17.95, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289760, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289761, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=4.835515555555555, timeString=04.84, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289762, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.1426, timeString=10.14, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289763, subwayLine=YUS, stationId=KNG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289764, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.66116888888889, timeString=05.66, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289765, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.968253333333333, timeString=10.97, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289766, subwayLine=YUS, stationId=UNI2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.6326800000000001, timeString=01.63, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289767, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.468195555555555, timeString=06.47, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289768, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=11.775279999999999, timeString=11.78, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289769, subwayLine=YUS, stationId=STA2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.559368888888889, timeString=02.56, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289770, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.394884444444443, timeString=07.39, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289771, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.70196888888889, timeString=12.70, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289772, subwayLine=YUS, stationId=OSG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.2546355555555553, timeString=03.25, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289773, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.09015111111111, timeString=08.09, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289774, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=13.397235555555556, timeString=13.40, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289775, subwayLine=YUS, stationId=STP2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=4.008604444444444, timeString=04.01, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289776, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.84412, timeString=08.84, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289777, subwayLine=YUS, stationId=STP2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.151204444444444, timeString=14.15, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289778, subwayLine=YUS, stationId=QPK2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.15091111111111, timeString=05.15, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289779, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.986426666666667, timeString=09.99, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289780, subwayLine=YUS, stationId=QPK2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=15.29351111111111, timeString=15.29, trainDestination=MUS2, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289781, subwayLine=YUS, stationId=MUS2, trainId=122, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289782, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
NTASData [id=16593289783, subwayLine=YUS, stationId=MUS2, trainId=109, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:31:00 EDT 2017, systemMessageType=Normal]
