NTASData [id=16594682244, subwayLine=SHEP, stationId=BSS1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=1.197986577181208, timeString=01.20, trainDestination=DML1, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682245, subwayLine=SHEP, stationId=LES1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=2.7858724832214765, timeString=02.79, trainDestination=DML1, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682246, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682247, subwayLine=SHEP, stationId=DML1, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=6.290536912751677, timeString=06.29, trainDestination=DML1, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682248, subwayLine=SHEP, stationId=DML2, trainId=464, trainMessage=Arriving, trainDirection=East, timeInt=6.290536912751677, timeString=06.29, trainDestination=DML1, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682249, subwayLine=SHEP, stationId=LES2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=0.7409395973154362, timeString=00.74, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682250, subwayLine=SHEP, stationId=BSS2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=2.3368791946308725, timeString=02.34, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682251, subwayLine=SHEP, stationId=BYV2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=4.128120805369127, timeString=04.13, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682252, subwayLine=SHEP, stationId=YIE2, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=8.269026845637583, timeString=08.27, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682253, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=DML1, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
NTASData [id=16594682254, subwayLine=SHEP, stationId=YIE1, trainId=462, trainMessage=Arriving, trainDirection=West, timeInt=8.269026845637583, timeString=08.27, trainDestination=YIE2, createDate=Sun Sep 17 12:15:42 EDT 2017, systemMessageType=Normal]
